customer_id,project_id,cluster,personal_blurb
c2,P013,1,"Customer c2 looking at P013: Affordability is *Medium* (needs ₹0.42 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c2,P014,3,"Customer c2 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c2,P015,3,"Customer c2 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c3,P001,2,"Customer c3 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c3,P002,1,"Customer c3 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c3,P003,1,"Customer c3 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c3,P004,1,"Customer c3 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c3,P005,2,"Customer c3 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c3,P006,2,"Customer c3 looking at P006: Affordability is *Medium* (needs ₹0.39 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c3,P007,2,"Customer c3 looking at P007: Affordability is *Medium* (needs ₹0.22 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c3,P008,4,"Customer c3 looking at P008: Affordability is *Medium* (needs ₹0.20 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c3,P009,4,"Customer c3 looking at P009: Affordability is *Medium* (needs ₹0.09 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c3,P010,1,"Customer c3 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c3,P011,1,"Customer c3 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c3,P012,1,"Customer c3 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c3,P013,1,"Customer c3 looking at P013: Affordability is *Medium* (needs ₹0.55 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c3,P014,2,"Customer c3 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c3,P015,2,"Customer c3 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c4,P001,0,"Customer c4 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c4,P002,0,"Customer c4 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c4,P003,0,"Customer c4 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c4,P004,0,"Customer c4 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c4,P005,3,"Customer c4 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c4,P006,2,"Customer c4 looking at P006: Affordability is *Medium* (needs ₹0.50 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c4,P007,2,"Customer c4 looking at P007: Affordability is *Medium* (needs ₹0.32 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c4,P008,1,"Customer c4 looking at P008: Affordability is *Medium* (needs ₹0.31 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c4,P009,1,"Customer c4 looking at P009: Affordability is *Medium* (needs ₹0.20 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c4,P010,0,"Customer c4 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c4,P011,0,"Customer c4 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c4,P012,0,"Customer c4 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c4,P013,1,"Customer c4 looking at P013: Affordability is *Medium* (needs ₹0.65 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c4,P014,3,"Customer c4 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c4,P015,3,"Customer c4 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c5,P001,2,"Customer c5 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c5,P002,1,"Customer c5 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c5,P003,1,"Customer c5 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c5,P004,1,"Customer c5 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c5,P005,2,"Customer c5 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c5,P006,3,"Customer c5 looking at P006: Affordability is *Medium* (needs ₹0.30 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c5,P007,3,"Customer c5 looking at P007: Affordability is *Medium* (needs ₹0.12 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c5,P008,4,"Customer c5 looking at P008: Affordability is *Medium* (needs ₹0.11 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c5,P009,4,"Customer c5 looking at P009: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c5,P010,1,"Customer c5 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c5,P011,1,"Customer c5 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c5,P012,1,"Customer c5 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c5,P013,4,"Customer c5 looking at P013: Affordability is *Medium* (needs ₹0.45 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c5,P014,2,"Customer c5 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c5,P015,2,"Customer c5 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c6,P001,2,"Customer c6 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c6,P002,1,"Customer c6 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c6,P003,1,"Customer c6 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c6,P004,1,"Customer c6 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c6,P005,2,"Customer c6 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c6,P006,3,"Customer c6 looking at P006: Affordability is *Medium* (needs ₹0.34 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c6,P007,3,"Customer c6 looking at P007: Affordability is *Medium* (needs ₹0.17 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c6,P008,4,"Customer c6 looking at P008: Affordability is *Medium* (needs ₹0.15 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c6,P009,4,"Customer c6 looking at P009: Affordability is *Medium* (needs ₹0.04 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c6,P010,1,"Customer c6 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c6,P011,1,"Customer c6 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c6,P012,1,"Customer c6 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c6,P013,4,"Customer c6 looking at P013: Affordability is *Medium* (needs ₹0.50 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c6,P014,2,"Customer c6 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c6,P015,2,"Customer c6 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c7,P001,3,"Customer c7 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c7,P002,4,"Customer c7 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c7,P003,4,"Customer c7 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c7,P004,4,"Customer c7 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c7,P005,3,"Customer c7 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c7,P006,2,"Customer c7 looking at P006: Affordability is *Medium* (needs ₹0.27 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c7,P007,2,"Customer c7 looking at P007: Affordability is *Medium* (needs ₹0.09 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c7,P008,1,"Customer c7 looking at P008: Affordability is *Medium* (needs ₹0.08 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c7,P009,1,"Customer c7 looking at P009: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c7,P010,4,"Customer c7 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c7,P011,4,"Customer c7 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c7,P012,4,"Customer c7 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c7,P013,1,"Customer c7 looking at P013: Affordability is *Medium* (needs ₹0.42 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c7,P014,3,"Customer c7 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c7,P015,3,"Customer c7 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c8,P001,2,"Customer c8 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c8,P002,1,"Customer c8 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c8,P003,1,"Customer c8 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c8,P004,1,"Customer c8 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c8,P005,2,"Customer c8 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c8,P006,3,"Customer c8 looking at P006: Affordability is *Medium* (needs ₹0.31 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c8,P007,3,"Customer c8 looking at P007: Affordability is *Medium* (needs ₹0.13 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c8,P008,4,"Customer c8 looking at P008: Affordability is *Medium* (needs ₹0.11 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c8,P009,4,"Customer c8 looking at P009: Affordability is *Low* (needs ₹0.01 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c8,P010,1,"Customer c8 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c8,P011,1,"Customer c8 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c8,P012,1,"Customer c8 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c8,P013,4,"Customer c8 looking at P013: Affordability is *Medium* (needs ₹0.46 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c8,P014,2,"Customer c8 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c8,P015,2,"Customer c8 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c9,P001,2,"Customer c9 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c9,P002,1,"Customer c9 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c9,P003,1,"Customer c9 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c9,P004,1,"Customer c9 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c9,P005,2,"Customer c9 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c9,P006,3,"Customer c9 looking at P006: Affordability is *Medium* (needs ₹0.25 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c9,P007,3,"Customer c9 looking at P007: Affordability is *Medium* (needs ₹0.07 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c9,P008,4,"Customer c9 looking at P008: Affordability is *Medium* (needs ₹0.05 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c9,P009,4,"Customer c9 looking at P009: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c9,P010,1,"Customer c9 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c9,P011,1,"Customer c9 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c9,P012,1,"Customer c9 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c9,P013,4,"Customer c9 looking at P013: Affordability is *Medium* (needs ₹0.40 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c9,P014,2,"Customer c9 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c9,P015,2,"Customer c9 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P001,2,"Customer c10 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P002,1,"Customer c10 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P003,1,"Customer c10 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P004,1,"Customer c10 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P005,2,"Customer c10 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P006,2,"Customer c10 looking at P006: Affordability is *Medium* (needs ₹0.48 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P007,2,"Customer c10 looking at P007: Affordability is *Medium* (needs ₹0.31 Cr down), Commute distance is *Medium*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P008,4,"Customer c10 looking at P008: Affordability is *Medium* (needs ₹0.29 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c10,P009,4,"Customer c10 looking at P009: Affordability is *Medium* (needs ₹0.18 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c10,P010,1,"Customer c10 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P011,1,"Customer c10 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P012,1,"Customer c10 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P013,1,"Customer c10 looking at P013: Affordability is *Medium* (needs ₹0.64 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P014,2,"Customer c10 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c10,P015,2,"Customer c10 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c11,P001,3,"Customer c11 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c11,P002,4,"Customer c11 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c11,P003,4,"Customer c11 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c11,P004,4,"Customer c11 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c11,P005,3,"Customer c11 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
